ssn	job	company	mail	address	name	birthdate	username	current_location	registration	blood_group	user_id	station_ID
301-64-7611	バスガイド	佐藤農林株式会社	otanaka@gmail.com	大分県小平市油井12丁目6番1号 前弥六南町コーポ106	鈴木 明美	1958-03-15	suzukijun	(Decimal('-42.177243'), Decimal('107.662633'))	08/06/2020, 00:00:00	A-	2095	253
102-24-4768		Atzler Wulf GmbH & Co. KG	wagnerveronica@googlemail.com	"Ehlertallee 99
41242 Aschaffenburg"	Ing. Valentin Winkler B.Eng.	1982-08-05	francisco40	(Decimal('-23.7586215'), Decimal('-165.532573'))	2025-05-16	AB-	1432	1
PPTCSN57B62H766F		Ostinelli, Brunello e Jacuzzi Group	rosselliniangelica@gmail.com	"Viale Salvatore, 42
38094, Verdesina (TN)"	Mirco Papafava		armanigloria	(Decimal('32.6623065'), Decimal('-163.472134'))	2018/11/20	AB-	57	646
627-36-2764		Young, Reed and Allen	nicholsonjessica@yahoo.com	"000 Tara Brook
North Theresaburgh, PR 44845"	Tina Ewing	1990-04-02	ddiaz	(Decimal('-2.489527'), Decimal('124.106911'))	01/27/2024, 00:00:00	B+	1815	320
968-17-3639		Hübel Vogt e.V.	frankerolf-peter@aol.de		Corinne Loos-Reising	1952-11-03	andrejrudolph	(Decimal('-65.735300'), Decimal('170.434584'))	2022-12-27	O-	1128	574
47306219561		Alves	manuela47@uol.com.br	"Área Bento Nogueira, 987
Beira Linha
46790532 Garcia / BA"	Guilherme da Cunha	1912-12-30	xpimenta	(Decimal('-42.7986775'), Decimal('170.488872'))	06/24/2021, 00:00:00	A-	142	752
RMLCCL88M13B602M		Muratori Group	zmontessori@outlook.com		Vittorio Morucci		csalvo	(Decimal('-8.992645'), Decimal('-96.879850'))	2019-05-01	O-	2106	267
56709231895	Kite-surfer	da Paz	stellagarcia@hotmail.com	"Condomínio Laís Gonçalves
Renascença
76206769 Araújo da Praia / RJ"	Ana Vitória Fernandes	2012-03-07	ayla40	(Decimal('-7.471514'), Decimal('81.220256'))	18 Feb 2019	A-	133	266
403-25-3679	Data scientist	Spencer-Warren	glenn47@yahoo.com		Theresa Wood	1953-10-21	amanda31	(Decimal('-17.352350'), Decimal('13.245581'))	2022/09/09	AB+	321	686
493-12-7430		Steele-King	christina31@hotmail.com	"935 Jeffrey Pines
Port Taramouth, VA 82058"	Max Higgins		ryan68	(Decimal('-70.847298'), Decimal('-55.907224'))	11/10/2023, 00:00:00	A+	901	487
BSRNNI12R05G945E		Treves, Raurica e Dossetti SPA	dianabartoli@alice.it	"Contrada Viola, 280
52043, Montecchio (AR)"	Sig.ra Paola Torlonia		damiano07	(Decimal('82.213749'), Decimal('156.921892'))	2021-07-08	B+	1663	160
04265791867		Nascimento	joanasouza@gmail.com	"Morro da Paz, 3
Bonsucesso
95025-138 Silveira Verde / MT"	Thales Montenegro		biancabarbosa	(Decimal('38.2604475'), Decimal('-5.103407'))	09/22/2021, 00:00:00	O+	1872	745
610-43-5589		Williams-Grant	yolanda72@hotmail.com	"4834 Gerald Village Apt. 711
Anthonyside, TX 64423"	Dr. Sarah Barr	2025-05-31	gregoryromero	(Decimal('-45.5127345'), Decimal('-92.660460'))	07/06/2022, 00:00:00	O+	24	315
71034859250		Moraes	ida-cunha@ig.com.br	"Feira Correia
Boa Esperança
24361195 Pinto / SP"	Samuel Dias	2000-05-14	cavalcantiluan	(Decimal('-13.2050365'), Decimal('93.069257'))	07/08/2022, 00:00:00	O+	291	508
CTTLGU12D45M427U		Condoleo SPA	costanziveronica@libero.it	"Borgo Baracca, 986 Piano 5
08027, Orgosolo (NU)"	Ermenegildo Moneta	1942-04-18	ajellodina	(Decimal('-16.005385'), Decimal('-101.126780'))	2025/02/04	A+	1031	559
737-21-3769	Teacher, adult education	Flores, Marshall and Wright	armstrongfrederick@hotmail.com	"97698 Angela Roads
Lake Jamesshire, WV 55075"	Pamela Miller		michellemelendez	(Decimal('77.4054495'), Decimal('41.622073'))	2023-06-25	AB-	1178	366
CCLSTN97A64L983R	Architect	Petrucci, Bosurgi e Pertile SPA	tulliofoa@libero.it	"Viale Zacchia, 3 Piano 6
23023, Chiesa In Valmalenco (SO)"	Barbara Caffarelli-Borrani	2009-03-13	manuelguarana	(Decimal('42.385440'), Decimal('-105.173225'))	06/13/2024, 00:00:00	O-	2040	259
689-25-3946		斉藤ガス有限会社	kondomai@gmail.com		松本 浩		fukudayui	(Decimal('15.988914'), Decimal('125.893566'))	04/22/2022, 00:00:00	O-	989	59
841-65-9778		株式会社木村銀行	okadaasuka@yahoo.com	北海道長生郡長生村上高野33丁目25番5号	池田 浩	2002-07-16	nanamiogawa	(Decimal('-80.863121'), Decimal('-176.640656'))	12/06/2020, 00:00:00	O+	1705	369
21405376880		Santos da Cruz S/A	nunesester@uol.com.br	"Residencial Heloísa Moraes, 53
Vila Nossa Senhora Do Rosário
97036-401 Ferreira / MS"	Srta. Ana Júlia Ferreira		psales	(Decimal('-50.841159'), Decimal('-12.617459'))	2023/11/08	B+	671	74
220-11-2643		Jacobs, Lam and Peters	ashley20@yahoo.com	"54216 Shannon Extensions
Fishermouth, MT 37127"	Olivia Oneill	1931-10-27	norman73	(Decimal('27.6244975'), Decimal('-45.756475'))	2024/01/04	AB-	722	526
036-70-8472		Roskoth	haeringottokar@yahoo.de	"Mechtild-Neuschäfer-Weg 8961
69965 Viersen"	Vera Wilms	1992-07-08	hethurirmengard	(Decimal('-5.443667'), Decimal('100.622801'))	09/01/2019, 00:00:00	AB+	555	788
383-97-6808		Gutierrez, Ramirez and Holmes	nancy66@yahoo.com	"218 Crystal Trace Apt. 126
Pamelaview, SC 16624"	Mary Hawkins		laurenbridges	(Decimal('25.152080'), Decimal('-153.248415'))	01 May 2020	A-	1030	664
846-19-8651	Heritage manager	Keith, Nguyen and Johnson	eli@yahoo.com	"0169 Ashley Square Suite 412
Karenton, GA 30428"	Christopher Lee	1988-02-02	evanskimberly	(Decimal('-37.5027475'), Decimal('113.963269'))	2019-10-25	A-	1499	560
777-77-8594		有限会社伊藤印刷	shohei28@yahoo.com	佐賀県横浜市鶴見区神明内17丁目16番11号	高橋 和也	2022-12-07	hayashitaichi	(Decimal('60.751635'), Decimal('81.288561'))	06/09/2024, 00:00:00	B-	585	117
070-69-6669		株式会社小林通信	nakamurayui@hotmail.com	広島県川崎市多摩区脚折33丁目6番7号	佐々木 知実	1957-04-13	mikisato	(Decimal('68.924313'), Decimal('-63.356434'))	2021-04-17	AB-	1140	716
CRQPNI27E27G618W		Capuana, Geraci e Antonetti e figli	goffredoparisi@alice.it	"Incrocio Pietro, 4
16038, Santa Margherita Ligure (GE)"	Barbara Vasari	2011-08-26	fagottoermenegildo	(Decimal('-27.259836'), Decimal('114.822794'))	2025/02/07	B+	374	363
BTGRBT87L22F398R		Zampa-Antonucci e figli	busonisylvia@live.com	"Vicolo Bernardo, 6
10057, Sant'Ambrogio Di Torino (TO)"	Vanessa Sismondi		viridianaandreotti	(Decimal('-45.6736445'), Decimal('2.385942'))	10/16/2021, 00:00:00	B-	1562	149
395-75-1362	作曲家	山本建設株式会社	yui29@gmail.com	福岡県東大和市中小来川13丁目24番19号	山田 真綾	1921-03-10	hanakosato	(Decimal('86.958078'), Decimal('55.468334'))	17 May 2023	AB+	44	677
489-81-9621		Lee-Young	keviningram@gmail.com	"7768 Martin Union
South Teresafurt, ND 04532"	Kyle Whitaker	2009-04-13	gonzalezmichelle	(Decimal('-17.528568'), Decimal('-61.837534'))	10/31/2023, 00:00:00	O-	1250	33
716-11-3175		木村食品合同会社	akira85@hotmail.com		近藤 陽子		haruka93	(Decimal('-40.139145'), Decimal('-27.347074'))	02 Dec 2020	B-	945	188
07351496820		Sousa Andrade S/A	elisa36@uol.com.br		Benício Lima		vianaana-beatriz	(Decimal('-53.305737'), Decimal('138.147325'))	15 Apr 2022	AB-	296	364
270-73-5105	アナウンサー	山口ガス株式会社	khayashi@hotmail.com	佐賀県山武市湯本塩原30丁目9番10号	小林 学	1932-01-06	vishikawa	(Decimal('31.207785'), Decimal('-156.027187'))	2018-11-05	B+	629	521
166-99-8910		佐藤鉱業合同会社	ainoue@yahoo.com	香川県調布市南郷屋6丁目4番4号 土沢パーク272	藤田 美加子		sasakihideki	(Decimal('5.635120'), Decimal('-140.869886'))	01/28/2023, 00:00:00	AB+	1123	782
435-11-1335	医療事務員	合同会社森通信	nfujita@hotmail.com	宮崎県横浜市栄区六番町16丁目14番20号 日本堤コーポ855	小林 翔太	1981-10-27	takumayamaguchi	(Decimal('41.918763'), Decimal('138.329762'))	2020/09/30	AB-	1405	126
700-78-0050		Carroll LLC	christopher53@yahoo.com	"10818 Holmes Trail Apt. 307
Lisaland, NE 30915"	Joseph Martinez	1989-03-17	kelsey36	(Decimal('-19.401465'), Decimal('40.986663'))	08/20/2021, 00:00:00	O+	327	247
BSNGRL15A01A035I	Senior tax professional/tax inspector	Caccianemico, Leonardi e Turrini e figli	donato02@libero.it	"Stretto Pareto, 4
41015, Nonantola (MO)"	Piermaria Errani-Ostinelli		calogero29	(Decimal('62.8434655'), Decimal('123.327471'))	06/29/2020, 00:00:00	AB+	434	105
496-80-7842		Johnson-Harris	williamsbrendan@gmail.com	"PSC 3785, Box 8296
APO AE 20438"	Amy Hill		bdunn	(Decimal('-34.0742285'), Decimal('-97.397153'))	20 Dec 2020	O+	1516	225
264-84-5910		井上ガス合同会社	pkobayashi@gmail.com	高知県大島町千塚37丁目13番19号 丸の内コート253	中村 加奈	1995-10-22	reinakagawa	(Decimal('-79.069927'), Decimal('120.143253'))	2021/03/16	A+	728	238
GLLGLN08H28L078I		Seddio-Paolini Group	gaddarembrandt@gmail.com		Gianfranco Bonolis	1925-12-29	susanna05	(Decimal('-62.6370605'), Decimal('25.348504'))	08 Feb 2025	B-	1878	783
019-06-4894		株式会社遠藤鉱業	nakagawaryohei@yahoo.com	石川県小平市卯の里2丁目2番9号 パーク百村608	中村 康弘		wokamoto	(Decimal('-50.220240'), Decimal('48.744876'))	26 Jul 2020	B+	553	605
SRCGLN71M62B017U		Geraci e figli	benussilaura@vodafone.it	"Borgo Costanzo, 30 Piano 7
05012, Attigliano (TR)"	Gustavo Soranzo-Andreozzi	1929-12-01	ydossetti	(Decimal('-77.0643645'), Decimal('-20.443499'))	03/23/2024, 00:00:00	A+	980	281
552-46-3057		Davis, Sosa and Wilson	isaiah32@hotmail.com	"0612 Melinda Drive
Jacobland, CT 09037"	Ian Roberts	1927-02-20	weaverdennis	(Decimal('-42.273446'), Decimal('138.473943'))	15 May 2019	AB-	1219	194
PNCCLC77T50A452O		Priuli, Toninelli e Cocci s.r.l.	guarino34@tin.it	"Strada Marco, 727
28060, Nibbia (NO)"	Dina Sagese	1919-02-03	gino53	(Decimal('-89.1213805'), Decimal('-36.090521'))	19 Oct 2020	O-	67	663
ZNISLT54T45A882U		Argenti, Cabibbo e Impastato s.r.l.	mattia39@live.com	"Vicolo Nino, 5
28855, Masera (VB)"	Marissa Trussardi		zpetralli	(Decimal('-47.2213225'), Decimal('-90.144256'))	09/20/2024, 00:00:00	A-	149	349
CPPDNL46S68L828E		Giannelli-Sinisi SPA	antonellicipriano@tele2.it		Dott. Severino Nicolini	1945-04-22	ggarozzo	(Decimal('-85.907897'), Decimal('95.236691'))	27 Jul 2019	O+	1009	444
652-81-8190	Friseur	Mentzel AG & Co. OHG	warmermiroslaw@gmx.de	"Heide-Marie-Mende-Ring 3-4
73879 Ebern"	Songül Jacobi Jäckel		valentine99	(Decimal('76.027000'), Decimal('107.167802'))	21 Mar 2024	O+	1260	91
247-15-8699		木村印刷有限会社	yosukeyoshida@gmail.com	佐賀県足立区美原町35丁目7番20号 パレス美原町973	西村 桃子		fmaeda	(Decimal('-37.2028985'), Decimal('-32.288076'))	01/24/2025, 00:00:00	A-	2010	91
663-06-9088		Schmidt-Duncan	edwardlane@yahoo.com	"9895 Kimberly Mountains
Shaunville, AR 09185"	Morgan Smith	1982-06-22	cindyhenderson	(Decimal('57.6128225'), Decimal('7.244062'))	2022-03-28	O-	1122	491
145-35-1848		後藤ガス有限会社	inoueasuka@yahoo.com		坂本 春香	1918-10-04	hayashinaoto	(Decimal('4.847002'), Decimal('135.960307'))	12/29/2024, 00:00:00	AB-	1098	256
19786025458		Barros	ravi-luccacorreia@yahoo.com.br	"Rua de Ramos, 50
Vila Havaí
77111-512 Alves / PR"	Dr. Pedro Almeida	1986-04-21	ravi93		17 Jan 2023	B-	1430	338
70624389103	Co-piloto	Novaes	leaoapollo@yahoo.com.br		Luigi Mendes	2002-04-10	hfonseca	(Decimal('31.5043345'), Decimal('-17.519716'))	01/24/2022, 00:00:00	AB-	1317	557
54218370680	Ministro	Ramos - ME	isabellamelo@ig.com.br	"Favela Ester Sá
Vila Tirol
13425331 das Neves de Nascimento / SE"	Mathias Jesus	1929-09-20	larissa90	(Decimal('76.0744595'), Decimal('107.395728'))	2025/05/07	AB-	1880	233
071-77-8275		佐藤水産合同会社	ysaito@hotmail.com	奈良県港区手岡8丁目14番11号	伊藤 太一	1955-10-03	ctanaka	(Decimal('51.784011'), Decimal('110.608390'))	2022/02/07	AB-	1355	304
331-12-8609		Fowler Ltd	paul41@gmail.com	"64976 Bishop Highway
Lake Jenna, CO 58107"	Laura Thomas	1963-03-13	lucasdeanna	(Decimal('-44.437410'), Decimal('71.332496'))	2020-05-25	O-	1293	357
37906548256		da Rosa	theodororocha@hotmail.com		Théo Moraes	1983-07-29	ubrito	(Decimal('-2.990332'), Decimal('1.362347'))	2020-09-03	AB+	1760	219
857-62-1439		Perry, Rodriguez and Duran	dustin36@yahoo.com	"45378 Richard Walks
Shannonstad, WV 22026"	Molly Williams	1939-03-15	jasonhayes	(Decimal('25.117690'), Decimal('-3.754738'))	10/10/2022, 00:00:00	O+	1079	570
491-42-7902		株式会社中村銀行	whashimoto@hotmail.com	佐賀県小金井市西小来川15丁目4番4号	三浦 裕太		yasuhiro08	(Decimal('-10.786752'), Decimal('-166.363608'))	03/19/2021, 00:00:00	O+	842	351
208-87-8279	Advertising copywriter	Robinson, Hill and James	ssharp@gmail.com	"USCGC Cooke
FPO AE 29156"	Lisa Hawkins		alvarezshannon	(Decimal('-30.4931625'), Decimal('152.106496'))	2019-04-27	AB+	633	339
530-25-1017		合同会社橋本銀行	cyamada@gmail.com	高知県羽村市浅草橋39丁目24番13号 ハイツ無栗屋835	高橋 太郎	1999-02-04	mikisato	(Decimal('1.3185395'), Decimal('-164.418832'))	04/24/2022, 00:00:00	AB+	793	756
93182047523		Moreira	machadoana-julia@gmail.com	"Trecho da Luz
Alto Dos Pinheiros
00768-420 Monteiro / AL"	Maria Flor Andrade	2014-01-03	zpinto	(Decimal('-86.278326'), Decimal('-168.887723'))	08/28/2022, 00:00:00	O+	1620	58
982-40-6333	Chemikant	Hölzenbecher e.G.	bnohlmans@gmx.de	"Ramazan-Hartmann-Platz 678
82922 Beeskow"	Prof. Georgia Wähner B.Sc.	2005-07-10	katarinakostolzin	(Decimal('20.649396'), Decimal('-23.912229'))	2018/09/25	A+	555	583
796-33-7798		Albers Rohleder AG & Co. KG	finkeantonia@hotmail.de		Prof. Rigo Putz		klaus-peter88	(Decimal('37.8131435'), Decimal('-77.752461'))	17 May 2022	B-	1374	426
772-71-6450		Bolzmann KGaA	gunnarschwital@gmx.de	"Herta-Fliegner-Ring 47
66838 Tübingen"	Gerhardt Schüler	1919-03-17	dniemeier	(Decimal('37.7029575'), Decimal('-147.640255'))	10/29/2023, 00:00:00	A-	1881	340
799-66-6464		Nelson Inc	lopezsharon@hotmail.com		Nicholas Jenkins	2008-08-31	andersondustin	(Decimal('50.6612435'), Decimal('-159.665057'))	02/29/2020, 00:00:00	AB+	1900	7
BLSSRN29P08A689M		Tozzi, Abatantuono e Mazzanti s.r.l.	piersanticilibrasi@tim.it	"Canale Ajello, 822
10019, Strambino (TO)"	Alberico Mozart	2001-07-14	silviachiaramonte	(Decimal('-71.3726245'), Decimal('-32.900889'))	2024-09-20	AB-	944	633
448-31-1654	Ausbaufacharbeiter	Mentzel Trüb GmbH & Co. KGaA	hladeck@web.de	"Saban-Thies-Weg 4/2
06836 Pößneck"	Harm Kühnert		margithenschel	(Decimal('82.314106'), Decimal('35.279846'))	2025/05/18	AB+	1307	785
90183257405		da Paz	apollo80@hotmail.com	"Fazenda de Fonseca, 19
Barro Preto
00462423 Teixeira / BA"	Sra. Isabelly Costa		cardosoravi-lucca	(Decimal('75.4130605'), Decimal('92.146372'))	20 Nov 2023	AB+	361	181
329-09-6148		Schlosser AG	mahmoudfoerster@hotmail.de	"Bianka-Jäkel-Ring 9-1
76057 Malchin"	Augustin Kobelt	1957-05-05	xwilmsen	(Decimal('-31.135037'), Decimal('-11.168787'))	2022-07-05	A+	476	336
59143867057	Projetista mecânico	da Costa Ltda.	thomasalbuquerque@bol.com.br	"Jardim Vieira, 914
Vila Paraíso
44123495 Rios de da Rocha / RN"	Milena Azevedo		psousa	(Decimal('38.1977355'), Decimal('57.483317'))	2020/02/01	B+	383	728
136-07-4897		Rodriguez PLC	courtney81@gmail.com		Shane Williams	1965-02-07	robert93	(Decimal('-26.957391'), Decimal('-56.780331'))	2021-12-29	O+	974	557
049-34-5088		Gomez, Kelly and Cortez	jonathanwheeler@gmail.com	"231 Harrison Rest Suite 263
Port Willie, ND 51884"	Elizabeth Beck		nrodriguez	(Decimal('53.272493'), Decimal('-113.583750'))	02/04/2021, 00:00:00	AB+	65	621
344-33-6530	薬剤師	有限会社加藤電気	agoto@yahoo.com	鳥取県新宿区木立34丁目3番8号 シャルム押上501	山田 加奈	1924-01-20	ogawamaaya	(Decimal('-78.677218'), Decimal('124.639163'))	2025/05/18	B-	1720	666
541-99-9472	Writer	Fuller-Robbins	chelsea60@gmail.com	"1408 Mann Street
Warrenborough, AS 05731"	Julie Mendez	1915-06-16	gilbertwilliam	(Decimal('73.283982'), Decimal('-41.262111'))	2019/03/04	B+	812	314
687-00-3719		Kusch GmbH	xhartmann@gmail.com	"Keudelplatz 0
12337 Diepholz"	René Graf		karen32	(Decimal('-89.0452025'), Decimal('-54.963613'))	02 Dec 2024	O-	1152	556
14507862949	Profissional de logística	Gonçalves	dcamara@gmail.com	"Recanto de Ferreira, 38
Lagoinha Leblon
49449-433 Cardoso de Casa Grande / AM"	João Pedro Câmara	1912-10-21	macedoantonio	(Decimal('-64.727011'), Decimal('132.082542'))	2022-04-12	A+	1947	254
274-96-8738		石井銀行合同会社	junkondo@gmail.com	佐賀県西東京市隼町38丁目18番11号	高橋 浩		abemomoko	(Decimal('54.636386'), Decimal('-10.390733'))	04/05/2024, 00:00:00	A+	590	603
618-38-0456	脚本家	株式会社池田保険	mituruyamamoto@gmail.com	大分県大田区山中新田25丁目23番6号 パレス東上野595	吉田 涼平	1998-03-11	jsuzuki	(Decimal('-54.9967905'), Decimal('-62.914818'))	2022/02/12	B-	505	638
802-69-5564		有限会社佐藤ガス	yamaguchimanabu@yahoo.com	山梨県横浜市戸塚区平須賀14丁目8番1号 箪笥町シャルム393	渡辺 健一	1937-03-27	kobayashinaoko	(Decimal('-21.1442855'), Decimal('-48.427606'))	2023/01/25	A+	514	597
666-18-7978		Bolnbach Jockel AG & Co. OHG	svetlanaatzler@gmail.com	"Kreinstr. 3/4
66786 Meiningen"	Dr. Angela Bachmann B.A.	1951-07-05	kobelttheodoros	(Decimal('77.267061'), Decimal('-175.603647'))	14 Feb 2025	B-	2089	386
743-43-8343		Osborne-Hess	taylorshannon@hotmail.com	"Unit 6787 Box 2054
DPO AP 80913"	Brandon Smith		david94	(Decimal('-19.280823'), Decimal('-33.028924'))	02/28/2024, 00:00:00	B+	699	493
137-03-3474		株式会社佐藤保険	maisato@gmail.com	三重県横浜市中区芝浦14丁目12番17号 山中新田シティ447	山下 太一	1988-01-11	tsubasakondo	(Decimal('-24.3190465'), Decimal('69.529407'))	27 Apr 2020	B+	1596	569
MZZPLT97E21L876N		Poerio, Rizzoli e Borgia SPA	paulinaimpastato@virgilio.it		Sig.ra Maura Nicoletti		baldassare17	(Decimal('61.4106225'), Decimal('-153.157340'))	2024/12/07	A-	1201	356
232-46-4541		Robbins LLC	dawn42@hotmail.com	"USCGC Donovan
FPO AP 17197"	Kristin Huynh		xclark	(Decimal('-58.9084155'), Decimal('-91.663190'))	09/24/2022, 00:00:00	B+	1735	475
653-83-7076	Psychologist, prison and probation services	King PLC	toddallen@yahoo.com	"USNV Vaughn
FPO AE 20947"	Brenda Rich	1918-08-28	farmerrobert	(Decimal('80.072394'), Decimal('-161.902815'))	13 Nov 2023	O+	142	265
859-16-9031		Manning-Fuller	bowmananna@gmail.com	"654 Watson Views
Port Katrinaland, WA 99585"	Paul Gilbert		emathews	(Decimal('59.765920'), Decimal('-174.109064'))	2025-01-02	O-	1516	219
59720438150	Compositor	Aparecida Ltda.	ida-rocha@hotmail.com	"Jardim Melo, 455
Glória
54820664 Gonçalves Verde / DF"	Arthur da Rosa	1951-03-24	novaesandre	(Decimal('5.9938625'), Decimal('178.560530'))	10 Apr 2019	B-	572	59
RTLGNC48A60D484J		Franzese SPA	gaiattogelsomina@vodafone.it	"Piazza Lando, 66
09129, Cagliari (CA)"	Melina Tosto	1948-07-11	sebastianofo	(Decimal('45.568198'), Decimal('55.546875'))	2021/05/31	O-	117	288
392-87-0033		Stafford, Smith and Mahoney	jason29@yahoo.com	"935 Martin Haven
Lake Philipton, TN 42606"	Ashley Moore		marianeal	(Decimal('-31.0996965'), Decimal('16.957484'))	2022/10/02	O-	1082	519
505-56-0625		Duran-Gonzalez	ericjohnson@hotmail.com	"24628 Walker Squares Apt. 360
South Brent, IA 29214"	Elizabeth Martin		ufranklin	(Decimal('89.1092145'), Decimal('177.640006'))	02/09/2021, 00:00:00	B+	921	100
76245301807	Engenheiro de controle e automação	da Luz	brunoalves@uol.com.br	"Colônia Rodrigues, 974
Vista Do Sol
45815-139 Costela da Praia / MS"	Juliana Macedo		rabreu		12/21/2024, 00:00:00	O-	1655	299
CSNLME33C55H628W		Turchetta e figli	benedetto64@tiscali.it	"Incrocio Bonino, 90
11026, Pont Saint Martin (AO)"	Emilio Giammusso	2020-02-14	franceschipaulina	(Decimal('-79.985815'), Decimal('141.655007'))	02/13/2020, 00:00:00	O-	1054	99
875-73-2057		Johnson, Carter and Dalton	mitchell11@yahoo.com	"3575 Carpenter Street Suite 539
Ricardoville, SD 06586"	Matthew Brown		anthony23	(Decimal('-62.647880'), Decimal('-122.409487'))	2022-10-27	AB+	1063	765
161-79-2043		Monroe Inc	lbryant@hotmail.com		Steven Torres		jasminerogers	(Decimal('75.6169415'), Decimal('-52.410363'))	01/01/2020, 00:00:00	AB-	1597	0
337-62-8456		Ullrich Sorgatz GmbH & Co. KG	hans-josefullmann@gmx.de	"Helge-Junken-Platz 3
99864 Brandenburg"	Pasquale Scheuermann B.Sc.		frederikkoch	(Decimal('-5.8949955'), Decimal('-134.197431'))	28 Oct 2024	B+	965	96
BRGPRD77M66A898M	Clothing/textile technologist	Boitani, Gianetti e Milanesi SPA	jtrezzini@fastwebnet.it	"Viale Pistoletto, 91
23835, Sueglio (LC)"	Etta Gangemi-Carosone	1999-03-27	zaira81	(Decimal('-58.096143'), Decimal('79.374217'))	2021/06/25	AB+	233	618
859-11-8693	Friseur	Stiffel	vadim66@web.de	"Gunpfallee 667
53814 Brandenburg"	Aline Hecker		swantje69	(Decimal('-2.4513675'), Decimal('115.438703'))	05/06/2025, 00:00:00	B-	621	4
02795638410		Santos Borges S/A	vianajoao-guilherme@hotmail.com	"Distrito de Mendonça, 18
Camargos
99511-821 Vasconcelos / RO"	Aurora Melo	1925-01-10	vianaelisa	(Decimal('-66.648741'), Decimal('-157.895677'))	28 Jun 2019	A+	1164	430
NGRGLR67P10G442I		Morpurgo, Stucchi e Fagotto Group	giacobbepavanello@live.com	"Incrocio Donato, 249
82038, Vitulano (BN)"	Gian Cerutti	1981-12-02	camillamontanelli	(Decimal('-41.544350'), Decimal('125.651001'))	11/18/2023, 00:00:00	A+	66	550
08965431700		Nunes S.A.	matheusmelo@uol.com.br	"Quadra Azevedo, 1
Brasil Industrial
49813141 Sousa / SE"	Clara Mendes	2000-03-08	hcorreia	(Decimal('-59.7174795'), Decimal('5.455389'))	2024/07/15	O+	539	27
